Name,Year,Genre,Perspective,Console,Moby Score,Critics,Publishers,Developers,Multiplayer,Offline Players,Gameplay
Sunset Overdrive: Wasteland Outfit,2014,DLC / Add-on,Customization / outfit / skin,Xbox One,,,,,0.0,1.0,
JumpStart Punk Punk Blitz,2010,Puzzle,Top-down,iPhone,,1 players,"Knowledge Adventure, Inc.","Knowledge Adventure, Inc.",0.0,1.0,Fixed / flip-screen
Math Blaster: B-Force Blaster,2011,Educational,Math / logic,iPhone,,,"Knowledge Adventure, Inc.","Knowledge Adventure, Inc.",0.0,1.0,
Math Blaster: HyperBlast 2 HD,2012,Educational,Math / logic,iPhone,,,"Knowledge Adventure, Inc.","Knowledge Adventure, Inc.",0.0,1.0,
JumpStart Blast-Off: Early Reading,2014,Educational,Reading / writing,iPhone,,,"Knowledge Adventure, Inc.","Knowledge Adventure, Inc.",0.0,1.0,
Math Blaster: HyperBlast,2010,Educational,Math / logic,iPhone,,,"Knowledge Adventure, Inc.","Knowledge Adventure, Inc.",0.0,1.0,
Pac-Man,2009,Action,Top-down,Windows,,1 players,,,0.0,1.0,Fixed / flip-screen
Switch!,2011,Action,Behind view,iPhone,,,Atomicom Ltd.,Atomicom Ltd.,0.0,1.0,"Flight / aviation, Space flight"
3D Bridge Deluxe,2004,Strategy,1st-person,Macintosh,,1 players,"Freeverse, Inc.","Freeverse, Inc.",0.0,1.0,Cards / tiles
AfterZoom,2011,Educational,,Nintendo DSi,,62% (2),"Abylight, S.L.","Abylight, S.L.",0.0,1.0,
40-in-1 Explosive Megamix,2012,Compilation,,Nintendo DSi,,,,,0.0,1.0,
A Topsy Turvy Life: The Turvys Strike Back,2010,Action,Shooter,Nintendo DSi,,50% (1),,,0.0,1.0,
Alien Puzzle Adventure,2011,Puzzle,,Nintendo DSi,,60% (1),,,0.0,1.0,
Ancient Tribe,2010,Strategy,Real-time,Nintendo DSi,,40% (1),,,0.0,1.0,
Animal Color Cross,2010,Puzzle,,Nintendo DSi,,,Little Worlds Studio SARL,Little Worlds Studio SARL,0.0,1.0,
ATV Fever,2014,Racing / Driving,3rd-person (Other),Nintendo DSi,,40% (1),Enjoy Gaming Ltd.,Enjoy Gaming Ltd.,0.0,1.0,Real-time
Ball Fighter,2009,Puzzle,,Nintendo DSi,,,Teyon S.A.,Teyon S.A.,0.0,1.0,
Blockado: Puzzle Island,2011,Puzzle,,Nintendo DSi,,,Bitfield GmbH,Bitfield GmbH,0.0,1.0,
Boardwalk Ball Toss,2011,Action,,Nintendo DSi,,30% (1),"Skyworks Interactive, Inc.","Skyworks Interactive, Inc.",0.0,1.0,
Bounce and Break,2010,Puzzle,Paddle / Pong,Nintendo DSi,,40% (1),Visual Impact,Visual Impact,0.0,1.0,
Break Tactics,2011,Strategy,,Nintendo DSi,,,"SilverStarJapan Co., Ltd.","SilverStarJapan Co., Ltd.",0.0,1.0,
Brain Age Express: Arts & Letters,2009,Puzzle,,Nintendo DSi,,2 players,Nintendo SDD,Nintendo SDD,0.0,1.0,
Come On! Dragons,2012,Action,Shooter,Nintendo DSi,,1 players,CIRCLE Entertainment Ltd.,CIRCLE Entertainment Ltd.,0.0,1.0,
Cosmo Fighters,2010,Action,Fighting,Nintendo DSi,,60% (1),"Abylight, S.L.","Abylight, S.L.",0.0,1.0,
Crazy Cheebo: Puzzle Party,2011,Puzzle,Tile matching puzzle,Nintendo DSi,,,Cypronia s.r.o.,Cypronia s.r.o.,0.0,1.0,
Crystal Caverns of Amon-Ra,2011,Puzzle,,Nintendo DSi,,60% (1),Teyon S.A.,Teyon S.A.,0.0,1.0,
Crazy Pinball,2010,Simulation,Pinball,Nintendo DSi,,,Cranberry Production GmbH,Cranberry Production GmbH,0.0,1.0,
Come On! Heroes,2011,Action,Tower defense,Nintendo DSi,,1 players,CIRCLE Entertainment Ltd.,CIRCLE Entertainment Ltd.,0.0,1.0,
Datamine,2010,Action,,Nintendo DSi,,1 players,Visual Impact,Visual Impact,0.0,1.0,
Decathlon 2012,2012,Sports,3rd-person (Other),Nintendo DSi,,20% (1),"CINEMAX, s. r. o.","CINEMAX, s. r. o.",0.0,1.0,Athletics
Defense of the Middle Kingdom,2011,Strategy,Tower defense,Nintendo DSi,,60% (1),"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",0.0,1.0,
Devil Band - Rock the Underworld,2012,Strategy,,Nintendo DSi,,30% (1),CIRCLE Entertainment Ltd.,CIRCLE Entertainment Ltd.,0.0,1.0,
Did It Myself: ABC123,2010,Educational,Pre-school / toddler,Nintendo DSi,,,Powerhead Games,Powerhead Games,0.0,1.0,
Discolight,2010,Simulation,,Nintendo DSi,,20% (1),Kaasa Solution GmbH,Kaasa Solution GmbH,0.0,1.0,
Double Bloob,2011,Action,Shooter,Nintendo DSi,,,Bloober Team SA,Bloober Team SA,0.0,1.0,
TNNS,2012,Action,Arcade,iPhone,,,Rabbx Inc,Rabbx Inc,0.0,1.0,
Getris,2006,Puzzle,Falling block puzzle,Atari 8-bit,,,MadTeam,MadTeam,0.0,1.0,
Quadcopter Pilot Challenge,2015,Simulation,Behind view,Wii U,,70% (1),TACS Games,TACS Games,0.0,1.0,"Flight / aviation, Vehicle simulator"
!123,2016,Action,,iPhone,,1 players,"Dev Design Corner Co.,Ltd.","Dev Design Corner Co.,Ltd.",0.0,1.0,
!21!,2014,Gambling,Cards / tiles,iPhone,,1 players,Fiction Entertainment Inc.,Fiction Entertainment Inc.,0.0,1.0,
A&K's Wedding Game,2016,Action,Side view,iPhone,,,Appening Now,Appening Now,0.0,1.0,2D scrolling
A*Star Shooter Battle field HD,2015,Action,1st-person,iPhone,,,Delta Duck Studios Private Limited,Delta Duck Studios Private Limited,0.0,1.0,Shooter
EJ Puzzles: Hooked,2011,Puzzle,Point and select,Nintendo DSi,,80% (1),"Electron Jump Games, Inc.","Electron Jump Games, Inc.",0.0,1.0,Naval / watercraft
Everyday Soccer,2010,Sports,3rd-person (Other),Nintendo DSi,,,"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",0.0,1.0,Football (European) / Soccer
Faceez,2010,Educational,Graphics / art,Nintendo DSi,,1 players,Neko Entertainment SARL,Neko Entertainment SARL,0.0,1.0,
Faceez! Monsters,2011,Educational,Graphics / art,Nintendo DSi,,,Neko Entertainment SARL,Neko Entertainment SARL,0.0,1.0,
Fire Panic,2010,Action,Truck,Nintendo DSi,,1 players,Yullaby SARL,Yullaby SARL,0.0,1.0,Contemporary
Flashlight,2010,Simulation,,Nintendo DSi,,20% (1),Kaasa Solution GmbH,Kaasa Solution GmbH,0.0,1.0,
Disney Fireworks,2010,Puzzle,,Nintendo DSi,,,"Sarbakan, Inc.","Sarbakan, Inc.",0.0,1.0,
Gaia's Moon,2012,Action,3rd-person (Other),Nintendo DSi,,2 players,EnjoyUp Games S.L.,EnjoyUp Games S.L.,0.0,1.0,Shooter
Tilelicious,2015,Puzzle,Side view,Wii U,,57% (3),BattleLine Games LLC.,BattleLine Games LLC.,0.0,1.0,Fixed / flip-screen
Gene Labs,2010,Strategy,3rd-person (Other),Nintendo DSi,,40% (1),"FRONTLINE Studios, Inc.","FRONTLINE Studios, Inc.",0.0,1.0,Real-time
Go Fetch! 2,2011,Action,Diagonal-down,Nintendo DSi,,,ICM,ICM,0.0,1.0,2D scrolling
Goooooal América,2012,Sports,Top-down,Nintendo DSi,,,"CINEMAX, s. r. o.","CINEMAX, s. r. o.",0.0,1.0,2D scrolling
3Souls,2016,Action,Side view,Wii U,,74% (1),Red Column,Red Column,0.0,1.0,2D scrolling
House M.D.: Episode 1 - Globetrotting,2011,Adventure,Healthcare,Nintendo DSi,,,"Glyphic Entertainment, LLC","Glyphic Entertainment, LLC",0.0,1.0,
House M.D.: Episode 2 - Blue Meanie,2011,Adventure,Healthcare,Nintendo DSi,,,"Glyphic Entertainment, LLC","Glyphic Entertainment, LLC",0.0,1.0,
House M.D.: Episode 3 - Skull and Bones,2011,Adventure,Healthcare,Nintendo DSi,,,"Glyphic Entertainment, LLC","Glyphic Entertainment, LLC",0.0,1.0,
House M.D.: Episode 4 - Crashed,2011,Adventure,Healthcare,Nintendo DSi,,,"Glyphic Entertainment, LLC","Glyphic Entertainment, LLC",0.0,1.0,
House M.D.: Episode 5 - Under the Big Top,2011,Adventure,Healthcare,Nintendo DSi,,,"Glyphic Entertainment, LLC","Glyphic Entertainment, LLC",0.0,1.0,
Invasion of the Alien Blobs!,2012,Action,,Nintendo DSi,,1 players,"G-Style Co., Ltd.","G-Style Co., Ltd.",0.0,1.0,
Jam Space: Pocketstudio,2010,Action,Music / rhythm,Nintendo DSi,,,HB Studios Multimedia Ltd.,HB Studios Multimedia Ltd.,0.0,1.0,
Jazzy Billiards,2010,Sports,1st-person,Nintendo DSi,,,"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",0.0,1.0,Pool / snooker
Cannon Crasha,2013,Strategy,Side view,iPhone,,,GangoGames GmbH,GangoGames GmbH,0.0,1.0,2D scrolling
Down Among the Dead Men,2014,Adventure,Text-based / Spreadsheet,iPhone,,1 players,inkle Ltd.,inkle Ltd.,0.0,1.0,Interactive fiction / text adventure
Sorcery! 2,2013,Adventure,Text-based / Spreadsheet,iPhone,,90% (1),inkle Ltd.,inkle Ltd.,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Run Like Hell!: Heart Breaker,2011,Action,Side view,iPhone,,,Mass Creation Sp. z o. o.,Mass Creation Sp. z o. o.,0.0,1.0,2D scrolling
Kung Fu Dragon,2011,Action,3rd-person (Other),Nintendo DSi,,1 players,"SilverStarJapan Co., Ltd.","SilverStarJapan Co., Ltd.",0.0,1.0,"Arcade, Platform"
Giraffe Evolution,2015,Action,Diagonal-down,Android,,1 players,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Zebra Evolution,2015,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Goat Evolution,2015,Action,Diagonal-down,iPhone,,1 players,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Chicken Evolution,2015,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Monkey Evolution,2016,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Dragon Evolution,2017,Action,Diagonal-down,Android,,1 players,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Chameleon Evolution,2016,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Cat Evolution,2016,Action,Diagonal-down,iPhone,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Turtle Evolution,2016,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Pig Evolution,2016,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Rabbit Evolution,2017,Action,Diagonal-down,Android,,,Tapps Tecnologia da Informação Ltda.,Tapps Tecnologia da Informação Ltda.,0.0,1.0,Fixed / flip-screen
Fourth Grade Learning Games,2013,Educational,Math / logic,iPhone,,,,,0.0,1.0,
Third Grade Learning Games,2013,Educational,Math / logic,iPhone,,,,,0.0,1.0,
Second Grade Learning Games,2013,Educational,Math / logic,iPhone,,,,,0.0,1.0,
Bloodbones,2014,Adventure,Interactive fiction / text adventure,Android,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,"Menu structures, Point and select"
Lords of Nurroth,2015,Adventure,Text-based / Spreadsheet,Android,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,Interactive fiction / text adventure
Songs of the Mystics,2015,Adventure,Text-based / Spreadsheet,Android,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Choices: And The Sun Went Out,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,Interactive fiction / text adventure
Asuria Awakens,2015,Adventure,Text-based / Spreadsheet,Android,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Sons of Uruzime,2013,Adventure,Text-based / Spreadsheet,iPhone,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Spellcaster: Gatekeeper's Oath,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Tin Man Games Pty. Ltd.,Tin Man Games Pty. Ltd.,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Match Up!,2010,Puzzle,,Nintendo DSi,,,Digital Leisure Inc.,Digital Leisure Inc.,0.0,1.0,
Mixed Messages,2009,Puzzle,,Nintendo DSi,,,"Vicarious Visions, Inc.","Vicarious Visions, Inc.",0.0,1.0,
Moto eXtreme,2011,Racing / Driving,3rd-person (Other),Nintendo DSi,,1 players,,,0.0,1.0,Motorcycle
Move your Brain Rollway Puzzle,2010,Educational,Math / logic,Nintendo DSi,,,Assoria,Assoria,0.0,1.0,
My Little Restaurant,2011,Action,,Nintendo DSi,,,QubicGames S.A.,QubicGames S.A.,0.0,1.0,
myDiary,2011,Educational,,Nintendo DSi,,80% (1),Nnooo Pty Ltd.,Nnooo Pty Ltd.,0.0,1.0,
myPostcards,2010,Educational,,Nintendo DSi,,60% (1),Nnooo Pty Ltd.,Nnooo Pty Ltd.,0.0,1.0,
Paul's Shooting Adventure 2,2012,Action,3rd-person (Other),Nintendo DSi,,1 players,ICM,ICM,0.0,1.0,Shooter
Pirates Assault,2012,Action,Top-down,Nintendo DSi,,1 players,,,0.0,1.0,Tower defense
Puzzle Fever,2011,Puzzle,,Nintendo DSi,,,Korner Entertainment SL,Korner Entertainment SL,0.0,1.0,
QuickPick Farmer,2010,Action,,Nintendo DSi,,,,,0.0,1.0,
Retro Pocket,2012,Action,Mini-games,Nintendo DSi,,40% (1),,,0.0,1.0,
Rhythm Core Alpha 2,2013,Educational,Music / rhythm,Nintendo DSi,,1 players,Softegg Enterprises,Softegg Enterprises,0.0,1.0,Music
Rhythm Core Alpha,2010,Educational,Music / rhythm,Nintendo DSi,,1 players,Softegg Enterprises,Softegg Enterprises,0.0,1.0,Music
Robot Rescue,2009,Action,Top-down,Nintendo DSi,,,,,0.0,1.0,Arcade
Robot Rescue 2,2012,Action,Top-down,Nintendo DSi,,,,,0.0,1.0,Arcade
Save the Turtles,2010,Puzzle,,Nintendo DSi,,80% (2),Sabarasa Inc,Sabarasa Inc,0.0,1.0,
Arcana Agency: Prologue,2009,Adventure,Text-based / Spreadsheet,iPhone,,,Megara Entertainment,Megara Entertainment,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Arcana Agency: Thief of Memories,2014,Adventure,Text-based / Spreadsheet,iPhone,,,Megara Entertainment,Megara Entertainment,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Era of the Beast,2015,Adventure,Text-based / Spreadsheet,Android,,,Megara Entertainment,Megara Entertainment,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Lifeline: Halfway to Infinity,2016,Adventure,Text-based / Spreadsheet,iPhone,,1 players,"3 Minute Games, LLC","3 Minute Games, LLC",0.0,1.0,Interactive fiction / text adventure
Sol Invictus,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Cubus Games,Cubus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
The Sinister Fairground,2014,Adventure,Text-based / Spreadsheet,iPhone,,,Cubus Games,Cubus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Deadman Diaries,2016,Adventure,Text-based / Spreadsheet,Android,,,Cubus Games,Cubus Games,0.0,1.0,Interactive fiction / text adventure
Necklace of Skulls,2014,Adventure,Text-based / Spreadsheet,iPhone,,,Cubus Games,Cubus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Heavy Metal Thunder,2014,Adventure,Text-based / Spreadsheet,iPhone,,1 players,Cubus Games,Cubus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Clouds & Sheep,2011,Strategy,Side view,Android,,(1),Handy-Games GmbH,Handy-Games GmbH,0.0,1.0,Free-roaming camera
Narborion Origins: Lord Malbor,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Liber Primus Games,Liber Primus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
The Burning Trees of Ormen Mau,2016,Adventure,Text-based / Spreadsheet,Android,,,Liber Primus Games,Liber Primus Games,0.0,1.0,Interactive fiction / text adventure
Narborion Saga,2014,Adventure,Text-based / Spreadsheet,iPhone,,,Liber Primus Games,Liber Primus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Narborion 3: The Swamp of Thousand Paths,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Liber Primus Games,Liber Primus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
Narborion 2: The God of Orcs,2015,Adventure,Text-based / Spreadsheet,iPhone,,,Liber Primus Games,Liber Primus Games,0.0,1.0,"Interactive fiction / text adventure, RPG elements"
The Underground Man,2016,Adventure,3rd-person (Other),Windows,,,Mehsoft,Mehsoft,0.0,1.0,"Graphic adventure, Puzzle elements"
Undead Overlord,2014,Strategy,Diagonal-down,Windows,,,JumpCore Productions,JumpCore Productions,0.0,1.0,Real-time
Dark Horizons: Mechanized Corps,2014,Action,1st-person,Windows,,,"Max Gaming Technologies, LLC.","Max Gaming Technologies, LLC.",0.0,1.0,Shooter
Dungeon Defenders: Eternity,2014,Action,3rd-person (Other),Windows,,1 players,"Trendy Entertainment, LLC.","Trendy Entertainment, LLC.",0.0,1.0,
Velvet Sundown,2014,Adventure,3rd-person (Other),Windows,,68% (2),Tribe Studios Ltd.,Tribe Studios Ltd.,0.0,1.0,Puzzle elements
A Land Fit for Heroes,2015,Role-playing (RPG),Diagonal-down,iPhone,,,Liber Primus Games,Liber Primus Games,0.0,1.0,Isometric
A Long Way Home,2016,Puzzle,Side view,Windows,,2 players,,,0.0,1.0,Meditative / Zen
A Princess' Tale,2016,Role-playing (RPG),Diagonal-down,Windows,,,Warfare Studios,Warfare Studios,0.0,1.0,2D scrolling
Age of Cavemen,2016,Strategy,Diagonal-down,Windows,,1 players,Fuero Games Sp. z o.o.,Fuero Games Sp. z o.o.,0.0,1.0,Real-time
Istrolid,2016,Strategy,Top-down,Windows,,1 players,,,0.0,1.0,Real-time
Grimsfield,2016,Adventure,Diagonal-down,Windows,,80% (2),,,0.0,1.0,Isometric
Blueprint Tycoon,2016,Strategy,Top-down,Windows,,2 players,Endless Loop Studios,Endless Loop Studios,0.0,1.0,"City building / construction simulation, Managerial / business simulation"
Soccer Manager 2016,2015,Sports,Managerial / business simulation,Windows,,,Soccer Manager Ltd.,Soccer Manager Ltd.,0.0,1.0,Football (European) / Soccer
Machines at War 3,2014,Strategy,Top-down,Windows,,62% (1),Isotope244 Graphics LLC,Isotope244 Graphics LLC,0.0,1.0,Real-time
Ad Exitum,2016,Adventure,1st-person,Windows,,2 players,Since Idea Games,Since Idea Games,0.0,1.0,Survival horror
Antiflux,2016,Action,Side view,Windows,,1 players,UAA Software,UAA Software,0.0,1.0,2D scrolling
Quantum Rush Champions,2014,Action,3rd-person (Other),Windows,,2 players,GameArt Studio GmbH,GameArt Studio GmbH,0.0,1.0,Hovercraft
QR Champions: Jump Start Tournament,2014,DLC / Add-on,Customization / outfit / skin,Windows,,,GameArt Studio GmbH,GameArt Studio GmbH,0.0,1.0,
Game Corp DX,2015,Simulation,Diagonal-down,Windows,,2 players,Endless Loop Studios,Endless Loop Studios,0.0,1.0,Managerial / business simulation
Relive,2015,Action,1st-person,Windows,,1 players,Studio Evil,Studio Evil,0.0,1.0,
Total Pro Golf 3,2014,Simulation,Golf,Windows,,1 players,Wolverine Studios,Wolverine Studios,0.0,1.0,
The Fifth Day,2014,Action,1st-person,Windows,,,,,0.0,1.0,Shooter
Only If,2014,Adventure,1st-person,Windows,,3 players,Creability,Creability,0.0,1.0,
Arkshot,2016,Action,1st-person,Windows,,1 players,Digerati Distribution & Marketing LLC,Digerati Distribution & Marketing LLC,0.0,1.0,Shooter
Assassins vs Pirates,2016,Action,Side view,Windows,,,Deadbit,Deadbit,0.0,1.0,2D scrolling
Astral Domine,2016,Action,1st-person,Windows,,1 players,Spectral Illusions,Spectral Illusions,0.0,1.0,"Puzzle elements, Shooter"
Wurm Unlimited,2015,Role-playing (RPG),1st-person,Windows,,1 players,Plug In Digital SAS,Plug In Digital SAS,0.0,1.0,Real-time
Aurora Nights,2016,Educational,Puzzle elements,Windows,,,,,0.0,1.0,"History, Science"
Cold Dreams,2015,Adventure,1st-person,Windows,,1 players,mm5,mm5,0.0,1.0,Horror
VERGE:Lost chapter,2015,Adventure,1st-person,Windows,,,GDNomad,GDNomad,0.0,1.0,Horror
Devil's Bluff,2015,Action,Diagonal-down,Windows,,,KBJGames,KBJGames,0.0,1.0,Horror
Mugen Souls: Devil Weapons Bundle,2015,DLC / Add-on,Item,Windows,,,,,0.0,1.0,
Mugen Souls: Points Fever Bundle 1,2015,DLC / Add-on,Currency,Windows,,,,,0.0,1.0,
Mugen Souls: Dreamy Weapons Bundle,2015,DLC / Add-on,Item,Windows,,,,,0.0,1.0,
Mugen Souls: Points Fever Bundle 3,2015,DLC / Add-on,Currency,Windows,,,,,0.0,1.0,
Mugen Souls: Mega Costume Bundle 1,2015,DLC / Add-on,Customization / outfit / skin,Windows,,,,,0.0,1.0,
Mugen Souls: Ultimate Unlock Bundle,2015,DLC / Add-on,Customization / outfit / skin,Windows,,,,,0.0,1.0,
Mugen Souls: Mega Costume Bundle 2,2015,DLC / Add-on,Customization / outfit / skin,Windows,,,,,0.0,1.0,
Epsilon,2015,Action,1st-person,Windows,,,Serellan LLC,Serellan LLC,0.0,1.0,
Rise of the Ancients,2016,Strategy,Diagonal-down,Windows,,,Talentplace,Talentplace,0.0,1.0,Tower defense
3d Engineers,2015,Simulation,Free-roaming camera,Windows,,,,,0.0,1.0,Sandbox / open world
A-Train 9 V4.0: Japan Rail Simulator,2015,Simulation,3rd-person (Other),Windows,,,Artdink Corporation,Artdink Corporation,0.0,1.0,Free-roaming camera
All Fall Down,2015,Action,1st-person,Windows,,,,,0.0,1.0,"Platform, Puzzle elements"
All My Gods,2015,Simulation,Diagonal-down,Windows,,2 players,Realore Studios,Realore Studios,0.0,1.0,Isometric
Amos From Outer Space,2015,Adventure,Point and select,Windows,,,Poisson Rouge Interactica ltd,Poisson Rouge Interactica ltd,0.0,1.0,Math / logic
Ancestory,2015,Strategy,Isometric,Windows,,,Kajak Games,Kajak Games,0.0,1.0,Turn-based
Armor Clash RTS,2016,Strategy,Diagonal-down,Windows,,,Windforce,Windforce,0.0,1.0,Free-roaming camera
Army of Pixels,2015,Strategy,Diagonal-down,Windows,,,,,0.0,1.0,2D scrolling
Auto Dealership Tycoon,2015,Simulation,Diagonal-down,Windows,,,"Diggidy.net, LLC","Diggidy.net, LLC",0.0,1.0,Isometric
